cleist,ext,neither_freq,dim_freq,dim_bh_norm,com_freq,com_bh_norm
0.72,0.01,0.0135135135135135,0.0135135135135135,0.0136986301369863,0.97297297297297,0.986301369863011
0.73,0.01,0.0133333333333333,0.0133333333333333,0.0135135135135135,0.973333333333331,0.986486486486484
0.74,0.01,0.0131578947368421,0.0131578947368421,0.0133333333333333,0.973684210526315,0.986666666666666
0.75,0.01,0.012987012987013,0.012987012987013,0.0131578947368421,0.974025974025973,0.986842105263157
0.76,0.01,0.0128205128205128,0.0128205128205128,0.012987012987013,0.974358974358975,0.987012987012988
0.77,0.01,0.0126582278481013,0.0126582278481013,0.0128205128205128,0.974683544303796,0.987179487179486
0.78,0.01,0.0125,0.0125,0.0126582278481013,0.974999999999999,0.987341772151898
0.79,0.01,0.0123456790123457,0.0123456790123457,0.0125,0.975308641975307,0.987499999999998
0.8,0.01,0.0121951219512195,0.0121951219512195,0.0123456790123457,0.97560975609756,0.987654320987653
0.81,0.01,0.0120481927710843,0.0120481927710843,0.0121951219512195,0.975903614457829,0.987804878048778
0.82,0.01,0.0119047619047619,0.0119047619047619,0.0120481927710843,0.976190476190476,0.987951807228916
0.83,0.01,0.0117647058823529,0.0117647058823529,0.0119047619047619,0.976470588235294,0.988095238095237
0.84,0.01,0.0116279069767442,0.0116279069767442,0.0117647058823529,0.976744186046511,0.988235294117647
0.85,0.01,0.0114942528735632,0.0114942528735632,0.0116279069767441,0.97701149425287,0.988372093023252
0.86,0.01,0.0113636363636364,0.0113636363636364,0.0114942528735632,0.977272727272728,0.988505747126437
0.87,0.01,0.0112359550561797,0.0112359550561797,0.0113636363636363,0.977528089887638,0.988636363636361
0.88,0.01,0.0111111111111111,0.0111111111111111,0.0112359550561798,0.977777777777778,0.98876404494382
0.89,0.01,0.010989010989011,0.010989010989011,0.0111111111111111,0.978021978021977,0.988888888888888
0.9,0.01,0.0108695652173913,0.0108695652173913,0.010989010989011,0.978260869565216,0.989010989010988
0.91,0.01,0.010752688172043,0.010752688172043,0.0108695652173913,0.978494623655912,0.989130434782607
0.92,0.01,0.0106382978723404,0.0106382978723404,0.010752688172043,0.978723404255317,0.989247311827955
0.93,0.01,0.0105263157894737,0.0105263157894737,0.0106382978723404,0.978947368421051,0.989361702127658
0.94,0.01,0.0104166666666667,0.0104166666666667,0.0105263157894737,0.979166666666666,0.989473684210525
0.95,0.01,0.0103092783505155,0.0103092783505155,0.0104166666666667,0.979381443298968,0.989583333333333
0.96,0.01,0.010204081632653,0.010204081632653,0.0103092783505155,0.979591836734693,0.989690721649483
0.97,0.01,0.0101010101010101,0.0101010101010101,0.0102040816326531,0.979797979797978,0.989795918367345
0.98,0.01,0.01,0.01,0.0101010101010101,0.98,0.98989898989899
0.99,0.01,0.00990099009900989,0.00990099009900988,0.00999999999999998,0.980198019801979,0.989999999999999
1,0.01,0.00980392156862745,0.00980392156862745,0.0099009900990099,0.980392156862745,0.99009900990099
0,0.02,1,0,NaN,0,NaN
0.01,0.02,0.464561496561524,0.394833008521626,0.737401225324832,0.14060549491685,0.26259877467517
0.02,0.02,0.326472731707093,0.364019131612929,0.540466806244617,0.309508136679974,0.459533193755376
0.03,0.02,0.276397977102835,0.299573948630933,0.414003746743957,0.424028074266231,0.585996253256041
0.04,0.02,0.245472222874226,0.253678869276984,0.336208787757721,0.500848907848786,0.663791212242274
0.05,0.02,0.220554252244396,0.222573187090667,0.285553148158882,0.556872560664936,0.714446851841116
0.06,0.02,0.199489087139097,0.199709054352647,0.249476991686369,0.600801858508252,0.750523008313627
0.07,0.02,0.181690070520599,0.181573611334441,0.221888559326118,0.636736318144955,0.778111440673877
0.08,0.02,0.166644419621955,0.166541058747048,0.1998439353721,0.666814521630996,0.8001560646279
0.09,0.02,0.153846627872957,0.153793862532046,0.181756484814854,0.692359509594996,0.818243515185145
0.1,0.02,0.142859920154786,0.142838260090474,0.166645176732685,0.714301819754741,0.833354823267315
0.11,0.02,0.133335016514219,0.133327315358783,0.153839508805966,0.733337668126996,0.846160491194032
0.12,0.02,0.125000745583601,0.124998327884106,0.14285535359396,0.750000926532291,0.857144646406037
0.13,0.02,0.117647340191763,0.117646677089569,0.133332943219254,0.764705982718667,0.866667056780745
0.14,0.02,0.111111205725877,0.111111055365184,0.124999950591028,0.777777738908936,0.875000049408968
0.15,0.02,0.105263186613976,0.105263164108188,0.117647069544207,0.789473649277832,0.882352930455788
0.16,0.02,0.100000007824469,0.100000009554546,0.111111122693257,0.799999982620982,0.88888887730674
0.17,0.02,0.0952380970960965,0.0952381003538128,0.105263163765117,0.809523802550088,0.89473683623488
0.18,0.02,0.0909090912601322,0.0909090930054291,0.100000002344587,0.818181815734439,0.899999997655413
0.19,0.02,0.0869565217722797,0.0869565224771403,0.0952380960498495,0.826086955750579,0.904761903950149
0.2,0.02,0.0833333333213311,0.0833333335644765,0.0909090911600567,0.833333333114192,0.909090908839942
0.21,0.02,0.0799999999905715,0.0800000000648691,0.0869565218087492,0.83999999994456,0.913043478191251
0.22,0.02,0.0769230769189412,0.0769230769391821,0.0833333333504072,0.846153846141875,0.916666666649591
0.23,0.02,0.0740740740726152,0.0740740740774535,0.0800000000035237,0.851851851849929,0.919999999996474
0.24,0.02,0.0714285714281241,0.0714285714290837,0.0769230769235916,0.857142857142788,0.923076923076404
0.25,0.02,0.0689655172412575,0.0689655172413853,0.0740740740740708,0.862068965517355,0.925925925925927
0.26,0.02,0.0666666666666372,0.0666666666666311,0.0714285714285311,0.86666666666673,0.928571428571467
0.27,0.02,0.0645161290322517,0.0645161290322394,0.0689655172413588,0.870967741935505,0.931034482758637
0.28,0.02,0.0624999999999988,0.0624999999999932,0.0666666666666593,0.875000000000005,0.933333333333338
0.29,0.02,0.0606060606060603,0.0606060606060583,0.0645161290322556,0.878787878787877,0.93548387096774
0.3,0.02,0.0588235294117646,0.058823529411764,0.0624999999999993,0.882352941176469,0.937499999999998
0.31,0.02,0.057142857142857,0.0571428571428569,0.0606060606060603,0.885714285714284,0.939393939393937
0.32,0.02,0.0555555555555554,0.0555555555555554,0.0588235294117645,0.888888888888887,0.941176470588233
0.33,0.02,0.0540540540540538,0.0540540540540538,0.0571428571428569,0.891891891891888,0.942857142857139
0.34,0.02,0.0526315789473683,0.0526315789473682,0.0555555555555554,0.89473684210526,0.944444444444441
0.35,0.02,0.0512820512820511,0.0512820512820511,0.0540540540540538,0.897435897435894,0.945945945945943
0.36,0.02,0.0499999999999998,0.0499999999999998,0.0526315789473682,0.899999999999996,0.947368421052628
0.37,0.02,0.0487804878048779,0.0487804878048779,0.0512820512820511,0.902439024390241,0.948717948717945
0.38,0.02,0.0476190476190474,0.0476190476190474,0.0499999999999998,0.904761904761901,0.949999999999996
0.39,0.02,0.0465116279069766,0.0465116279069766,0.0487804878048778,0.906976744186043,0.951219512195118
0.4,0.02,0.0454545454545453,0.0454545454545454,0.0476190476190475,0.909090909090907,0.95238095238095
0.41,0.02,0.0444444444444443,0.0444444444444443,0.0465116279069766,0.911111111111109,0.95348837209302
0.42,0.02,0.0434782608695651,0.0434782608695652,0.0454545454545454,0.913043478260868,0.954545454545453
0.43,0.02,0.0425531914893617,0.0425531914893617,0.0444444444444444,0.914893617021276,0.955555555555554
0.44,0.02,0.0416666666666666,0.0416666666666666,0.0434782608695652,0.916666666666665,0.956521739130433
0.45,0.02,0.0408163265306122,0.0408163265306122,0.0425531914893616,0.918367346938774,0.957446808510637
0.46,0.02,0.0399999999999999,0.0399999999999999,0.0416666666666666,0.919999999999998,0.958333333333331
0.47,0.02,0.0392156862745097,0.0392156862745097,0.0408163265306121,0.921568627450978,0.959183673469385
0.48,0.02,0.0384615384615383,0.0384615384615383,0.0399999999999998,0.923076923076919,0.959999999999996
0.49,0.02,0.0377358490566037,0.0377358490566037,0.0392156862745097,0.924528301886789,0.960784313725487
0.5,0.02,0.037037037037037,0.037037037037037,0.0384615384615384,0.925925925925925,0.96153846153846
0.51,0.02,0.0363636363636362,0.0363636363636362,0.0377358490566036,0.927272727272723,0.962264150943392
0.52,0.02,0.0357142857142856,0.0357142857142856,0.0370370370370369,0.928571428571426,0.96296296296296
0.53,0.02,0.0350877192982455,0.0350877192982455,0.0363636363636363,0.929824561403506,0.963636363636361
0.54,0.02,0.0344827586206895,0.0344827586206895,0.0357142857142856,0.931034482758617,0.96428571428571
0.55,0.02,0.0338983050847456,0.0338983050847456,0.0350877192982455,0.932203389830504,0.96491228070175
0.56,0.02,0.0333333333333332,0.0333333333333332,0.0344827586206896,0.933333333333331,0.965517241379308
0.57,0.02,0.0327868852459016,0.0327868852459016,0.0338983050847457,0.934426229508195,0.966101694915252
0.58,0.02,0.032258064516129,0.032258064516129,0.0333333333333333,0.935483870967741,0.966666666666666
0.59,0.02,0.0317460317460317,0.0317460317460317,0.0327868852459016,0.936507936507935,0.967213114754096
0.6,0.02,0.0312499999999999,0.0312499999999999,0.032258064516129,0.937499999999998,0.967741935483869
0.61,0.02,0.0307692307692307,0.0307692307692307,0.0317460317460317,0.938461538461536,0.968253968253966
0.62,0.02,0.0303030303030303,0.0303030303030303,0.03125,0.939393939393938,0.968749999999999
0.63,0.02,0.0298507462686567,0.0298507462686567,0.0307692307692307,0.940298507462685,0.969230769230768
0.64,0.02,0.0294117647058823,0.0294117647058823,0.0303030303030302,0.941176470588232,0.969696969696966
0.65,0.02,0.0289855072463767,0.0289855072463767,0.0298507462686566,0.942028985507244,0.970149253731341
0.66,0.02,0.0285714285714285,0.0285714285714285,0.0294117647058822,0.942857142857139,0.970588235294114
0.67,0.02,0.028169014084507,0.028169014084507,0.0289855072463767,0.943661971830983,0.97101449275362
0.68,0.02,0.0277777777777777,0.0277777777777777,0.0285714285714285,0.944444444444441,0.971428571428568
0.69,0.02,0.0273972602739725,0.0273972602739725,0.028169014084507,0.945205479452053,0.971830985915491
0.7,0.02,0.027027027027027,0.027027027027027,0.0277777777777777,0.945945945945944,0.97222222222222
0.71,0.02,0.0266666666666666,0.0266666666666666,0.0273972602739726,0.946666666666665,0.972602739726025
0.72,0.02,0.0263157894736841,0.0263157894736842,0.027027027027027,0.947368421052629,0.972972972972971
0.73,0.02,0.0259740259740259,0.0259740259740259,0.0266666666666666,0.948051948051946,0.973333333333331
0.74,0.02,0.0256410256410256,0.0256410256410256,0.0263157894736842,0.948717948717947,0.973684210526314
0.75,0.02,0.0253164556962025,0.0253164556962025,0.0259740259740259,0.949367088607592,0.974025974025971
0.76,0.02,0.0249999999999999,0.0249999999999999,0.0256410256410256,0.949999999999998,0.974358974358972
0.77,0.02,0.0246913580246913,0.0246913580246913,0.0253164556962024,0.950617283950613,0.974683544303793
0.78,0.02,0.0243902439024389,0.024390243902439,0.0249999999999999,0.951219512195119,0.974999999999997
0.79,0.02,0.0240963855421686,0.0240963855421686,0.0246913580246913,0.951807228915659,0.975308641975305
0.8,0.02,0.0238095238095237,0.0238095238095238,0.024390243902439,0.95238095238095,0.975609756097558
0.81,0.02,0.0235294117647058,0.0235294117647058,0.0240963855421686,0.952941176470585,0.975903614457828
0.82,0.02,0.0232558139534883,0.0232558139534883,0.0238095238095237,0.95348837209302,0.976190476190473
0.83,0.02,0.0229885057471264,0.0229885057471264,0.0235294117647058,0.954022988505744,0.976470588235291
0.84,0.02,0.0227272727272726,0.0227272727272726,0.0232558139534883,0.954545454545451,0.976744186046508
